Stop Name,Internet Label,Avail Label,Stop Number,Routes Served,GPS,City,StaRT Stop ID,Solar Light,Shelter,Shelter Type,Asset Number2,Garbage Can,Garbage Can Type,Bench,Bench Type,Frames Needed,Landmark/Notes,Shelter Possible (Y/N),Priority,Trash Can Possible (Y/N),Priority2,Bench Possible w/o shelter (Y/N),Priority3,Notes,Column1
FULKERTH WB TULLY FS,Fulkerth Rd & N Tully Rd,FULK WB TULL FS,1115,"29T, 45","37.5074029095123, -120.87355151588702",Turlock,10,,X,,,X,,X,,,former StaRT (Turlock Route 1-1115),,,,,,,,
NADINE EB STONUM NS,Nadine Ave & Stonum Rd,NADI EB STON NS,1116,29 29T,"37.61286587509309, -120.96240600985627",Modesto,,,,,,,,X,simme,,,,,,,,,,
STONUM SB HATCH NS,Stonum Rd & Hatch Rd,STON SB HATC NS,1117,29 29T,"37.610772177756644, -120.96169601035169",Ceres,,,,,,,,x,Simme,,,,,,,,,,
RICHLAND SB GIDDINGS NS,Richland Ave & Giddings St,RICH SB GIDD NS,1118,29 29T,"37.607629008780584, -120.96626708437032",Ceres,,,,,,,,,,,,,,,,,,,
HERNDON SB CENTRAL NS,Herndon Rd & Central Ave,HERN SB CENT NS,1119,29 29T,"37.596073557917556, -120.95834708785493",Ceres,,,,,,,,x,Simme,,,,,,,,,,
PARK EB 6TH FS,Park St & 6th St,PARK EB 6TH FS,1120,29 29T 42,"37.58855632527463, -120.95072684158951",Ceres,,,,,,,,,,,,,,,,,,,
ROEDING EB ROSE FS,Roeding Rd & Rose Ave,ROED EB ROSE FS,1121,29 29T 42,"37.587410380912026, -120.94197793589109",Ceres,,,,,,,,,,,,,,,,,,,
MITCHELL NB ROEDING FS,Mitchell Rd & Roeding Rd,MITC NB ROED FS,1122,47 61,"37.5895666654006, -120.93870059020405",Ceres,,,,,,,,,,,,,,,,,,,
LINCOLN SB PENNY FS,Lincoln Ave & Penny Ln,LINC SB PENN FS,1123,25,"37.64464604466288, -120.93922653943876",Modesto,,,,,,,,x,Simme,,,,,,,,,,
6TH NB MAGNOLIA NS,6th St & Magnolia St,6TH NB MAGN NS,1124,29 29T,"37.592595176066915, -120.95089776253086",Ceres,,,x,ROTA,597,,,,,,,,,,,,,,
HERNDON NB CENTRAL FS,Herndon Rd & Central Ave,HERN NB CENT FS,1125,29 29T,"37.59613154798232, -120.95818966475689",Ceres,,,,,,,,x,Simme,,,,,,,,,,
NADINE WB WIZARD NS,Nadine Ave & Wizard Ln,NADI WB WIZA NS,1126,29 29T,"37.61299422810133, -120.96467530202462",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER WB TULLY FS,Snyder Ave & Tully Rd,SNYD WB TULL FS,1127,31,"37.698514611405834, -121.01340653521808",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER WB CARVER FS,Synder Ave & Carver Rd,SNYD WB CARV FS,1128,31,"37.69693195124263, -121.02389111086491",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER WB PRESCOTT FS,Snyder Ave & Prescott Rd,SNYD WB PRES FS,1129,31,"37.696943184433316, -121.03242594668625",Modesto,,,,,,,,x,Simme,,,,,,,,,,
SNYDER WB EASTPORT NS,Synder Ave & Eastport Dr,SNYD WB EAST NS,1130,31,"37.69684433041868, -121.0402253736628",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER WB BLACK MOUNTAIN NS,Snyder Ave & Black Mountain Way,SNYD WB BLAC NS,1131,31,"37.696771335385854, -121.04552621022239",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER EB VIADER FS,Snyder Ave & Viader Dr,SNYD EB VIAD FS,1132,31,"37.69665342638049, -121.04542267083805",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER EB MARSALA NS,Snyder Ave & Marsala Way,SNYD EB MARS NS,1133,31,"37.69671504837261, -121.04100298354136",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER EB PRESCOTT FS,Snyder Ave & Prescott Rd,SNYD EB PRES FS,1134,31,"37.69691732075252, -121.0307920620933",Modesto,,,,,,,,,,,,,,,,,,,
SNYDER EB CARVER FS,Snyder Ave & Carver Rd,SNYD EB CARV FS,1135,31,"37.69680646607463, -121.02205400334196",Modesto,,,,,,,,,,,,,,,,,,,
COFFEE SB SYLVAN FS,Coffee Rd & Sylvan Ave,COFF SB SYLV FS,1136,32,"37.68831454750803, -120.9762223851604",Modesto,,,,,,,,,,,,,,,,,,,
COFFEE SB THORSEN X,Coffee Rd at Thorsen Ave,COFF SB THOR X,1137,32,"37.68512087116572, -120.97615937950793",Modesto,,,,,,,,,,,,,,,,,,,
COFFEE SB RUMBLE FS,Coffee Rd & Rumble Rd,COFF SB RUMB FS,1138,32,"37.681335500326526, -120.97608507730223",Modesto,,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,,,,,,,,,,
I WB 4TH FS,I St & 4th St,I WB 4TH FS,1139,33,"37.6350927060145, -121.00513084003475",Modesto,,,,,,,,x,Simme,,,,,,,,,,
CALIFORNIA WB MARTIN LUTHER KING FS,California Ave & Martin Luther King Dr,CALI WB MART FS,1141,33,"37.63150433923022, -121.01229400487601",Modesto,,,,,,,,x,Simme,,,,,,,,,,
CALIFORNIA WB SPENCER FS,California Ave & Spencer Ave,CALI WB SPEN FS,1142,33,"37.631485529298615, -121.01672734139065",Modesto,,,,,,,,x,Simme,,,,,,,,,,
CALIFORNIA WB SEYBOLD X,California Ave & Seybold Ave,CALI WB SEYB X,1143,33,"37.63144556572978, -121.02006319784788",Modesto,,,,,,,,x,Simme,,,,,,,,,,
CALIFORNIA WB CHAMPAGNE X,California Ave & Champagne Ct,CALI WB CHAM X,1144,33,"37.63148699539379, -121.02618906968219",Modesto,,,,,,,,,,,,,,,,,,,
MERLE EB WALNUT TREE X,Merle Ave & Walnut Tree Dr,MERL EB WALN X,1146,37,"37.670748428975514, -120.95258112545163",Modesto,,,,,,,,,,,,,,,,,,,
MERLE EB PANTALEO NS,Merle Ave & Pantaleo Dr,MERL EB PANT NS,1147,37,"37.670746424316064, -120.94537265689566",Modesto,,,,,,,,x,Simme,,,,,,,,,,
FLOYD WB ROSELLE FS,Floyd Ave & Roselle Dr,FLOY WB ROSE FS,1148,37,"37.67824121060316, -120.94053510137043",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD WB TEMESCAL FS,Floyd Ave & Temescal Dr,FLOY WB TEME FS,1149,37,"37.67825866266755, -120.94496356272602",Modesto,,,,,,,,x,SImme,,,,,,,,,,
FLOYD WB LINCOLN OAK FS,Floyd Ave & Lincoln Oak Dr,FLOY WB LINC FS,1150,37,"37.67825918542284, -120.9490251418383",Modesto,,,,,,,,x,Simme,,,,,,,,,,
FLOYD WB ORCHARD PARK FS,Floyd Ave & Orchard Park Way,FLOY WB ORCH FS,1152,37,"37.678250970414865, -120.95479856143619",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD WB WARWICK FS,Floyd Ave & Warwick Ln,FLOY WB WARW FS,1153,37 60,"37.6781069314528, -120.97877497070027",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD WB SUNRISE FS,Floyd Ave & Sunrise Ave,FLOY WB SUNR FS,1154,37,"37.67817920066941, -120.98526164678482",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD WB MACGREGOR FS,Floyd Ave & MacGregor Ct,FLOY WB MACG FS,1156,37,"37.67820048033646, -120.98990044039017",Modesto,,,,,,,,x,Simme,,,,,,,,,,
RUMBLE EB LOU ANN FS,Rumble Rd & Lou Anne Dr,RUMB EB LOUA FS,1157,37,"37.68216981021155, -121.04455340253438",Modesto,,,,,,,,X,Simme,,,,,,,,,,
FLOYD EB MCHENRY FS,Floyd Ave & McHenry Blvd,FLOY EB MCHE FS,1158,37,"37.67811082655645, -120.9933145166884",Modesto,,,,,,,,x,Simme,,,,,,,,,,
FLOYD EB LANGFORD FS,Floyd Ave & Langford Ave,FLOY EB LANG FS,1159,37 60,"37.678046956015486, -120.98316582452226",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD EB VICKI FS,Floyd Ave & Vicki Ct,FLOY EB VICK FS,1160,37 60,"37.67798753113793, -120.97793742411442",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD EB COFFEE FS,Floyd Ave & Coffee Rd,FLOY EB COFF FS,1161,37 60,"37.67797175253622, -120.97455158312451",Modesto,,,,,,,,X,Simme,,,,,,,,,,
FLOYD EB COUNTS CT NS,Floyd Ave & Counts Ct,FLOY EB COUN NS,1162,37 60,"37.6780165316939, -120.96495459207718",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD EB MARINA X,Floyd Ave & Marina Dr,FLOY EB MARI X,1163,37 60,"37.67802068979112, -120.95980541596117",Modesto,,,,,,,,x,Simme,,,,,,,,,,
FLOYD EB ORCHARD PARK NS,Floyd Ave & Orchard Park Way,FLOY EB ORCH NS,1164,37,"37.67801089194004, -120.9559700931981",Modesto,,,,,,,,x,Simme,,,,,,,,,,
FLOYD EB LINCOLN OAK FS,Floyd Ave & Lincoln Oak Dr,FLOY EB LINC FS,1165,37,"37.67802583979238, -120.94756560594134",Modesto,,,,,,,,,,,,,,,,,,,
FLOYD EB TEMESCAL FS,Floyd Ave & Temescal Dr,FLOY EB TEME FS,1166,37,"37.67799092815964, -120.94387884455358",Modesto,,,,,,,,,,,,,,,,,,,
MERLE WB TEMESCAL FS,Merle Ave & Temescal Dr,MERL WB TEME FS,1167,37,"37.67087935748584, -120.94433227198715",Modesto,,,,,,,,,,,,,,,,,,,
MERLE WB LINCOLN OAK FS,Merle Ave & Lincoln Oak Dr,MERL WB LINC FS,1168,37,"37.67087447390501, -120.94835769265677",Modesto,,,,,,,,x,simme single,,,,,,,,,2/29/2024 seat installed from request gogov,
MERLE WB BAILEY FS,Merle Ave & Bailey Dr,MERL WB BAIL FS,1169,37,"37.67088291033259, -120.95409030261187",Modesto,,,,,,,,,,,,,,,,,,,
CROWS LANDING SB SERVICE FS,Crows Landing Rd & Service Rd,CROW SB SERV FS,1170,40,"37.580140616279664, -120.99356044379125",Ceres,,,,,,,,,,,,,,,,,,,
GRAYSON WB CROWS LANDING FS,Grayson Rd & Crows Landing Rd,GRAY WB CROW FS,1172,40,"37.56599381270328, -120.99436421506611",Ceres,,,,,,,,x,Simme,,,,,,,,,,
S DEL PUERTO SB 5th NS,Del Puerto Ave & 5th St,DELP SB 5 NS,1173,40,"37.46857712888084, -121.13093732904825",Patterson,,,,,,,,,,,,,,,,,,,
SPERRY WB WARD NS,Sperry Rd & Ward Ave,SPER WB WARD NS,1174,40 45,"37.46446433311392, -121.13890269222954",Patterson,,,,,,,,x,Simme,,,,,,,,,,
LAS PALMAS WB KESTREL NS,Las Palmas Ave & Kestrel Dr,LASP WB KEST NS,1175,40 45,"37.4667133632413, -121.14268719186349",Patterson,,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,,Y,,,,,,10-2023 Shelter Installed,
WARD NB MACKILHAFFY FS,Ward Ave & Mackilhaffy Dr,WARD NB MACK FS,1176,40 45,"37.46123671145862, -121.14094399249285",Patterson,,,,,,,,x,Simme,,,,,,,,,,
SPERRY EB TUSCANY X,Sperry Rd & Tuscany Ct,SPER EB TUSC X,1177,40 45,"37.464268341329564, -121.13870883648207",Patterson,,,,,,,,x,Simme,,,,,,,,,,
SPERRY EB S 9TH NS,Sperry Rd & S 9th St,SPER EB S9TH NS,1178,40 45,"37.46426622565815, -121.13512097008078",Patterson,,,,,,,,x,Mesh,,,,,,,,,,
S DEL PUERTO NB S 5TH NS,Del Puerto Ave & S 5th St,DELP NB S5TH NS,1179,40,"37.46780672409089, -121.13091218399218",Patterson,,,,,,,,,,,,,,,,,,,
N 2ND NB K ST X,N 2nd St at K St,N2ND NB KST X,1180,40,"37.47682958019627, -121.13203962635815",Patterson,,,,,,,,,,,,,,,,,,,
CROWS LANDING NB GRAYSON FS,Crows Landing Rd & Grayson Rd,CROW NB GRAY FS,1181,40,"37.56640797745612, -120.99358195790077",Ceres,,,,,,,,,,,,,,,,,,,
CROWS LANDING NB SERVICE NS,Crows Landing Rd & Service Rd,CROW NB SERV NS,1182,40,"37.5800667437758, -120.9935820563332",Ceres,,,,,,,,,,,,,,,,,,,
CROWS LANDING NB WHITMORE NS,Crows Landing Rd & Whitmore Ave,CROW NB WHIT NS,1183,40 42,"37.59388085533512, -120.99344458924365",Ceres,,,,,,,,,,,,,,,,,,,
CROWS LANDING NB FLAMINGO FS,Crows Landing Rd & Flamingo Dr,CROW NB FLAM FS,1184,40,"37.597782887980166, -120.99342873883036",Modesto,,,,,,,,,,,,,,,,,,,
CROWS LANDING NB GLENN NS,Crows Landing Rd & Glenn Ave,CROW NB GLEN NS,1185,40,"37.60166919087884, -120.99338253324753",Modesto,,,,,,,,,,,,,,,,,,,
CROWS LANDING NB HATCH FS,Crows Landing Rd & Hatch Rd,CROW NB HATC FS,1186,40 42,"37.609997966255705, -120.99345834139066",Ceres,,,,,,,,,,,,,,,,,,,
PECOS WB S 9TH FS,Pecos Way & S 9th St,PECO WB S9TH FS,1187,42,"37.61542279126602, -120.98434105587927",Modesto,,,,,,,,,,,,,,,,,,,
HATCH WB CASCADE NS,Hatch Rd & Cascade Ave,HATC WB CASC NS,1190,42 47,"37.60955249826883, -120.99643308459996",Modesto,,,,,,,,x,Simme,,,,,,,,,,
DALLAS SB HATCH FS,Dallas St & Hatch Rd,DALL SB HATCH FS,1191,42,"37.608873194888666, -121.00147687162617",Modesto,,,,,,,,,,,,,,,,,,,
DALLAS SB BUTTE FS,Dallas St & Butte Ave,DALL SB BUTT FS,1192,42,"37.60539107280559, -121.0013879044947",Modesto,,,,,,,,,,,,,,,,,,,
GLENN WB LAS VEGAS FS,Glenn Ave & Vegas Ave,GLEN WB LASV FS,1193,42,"37.602296661404026, -121.00335605647881",Modesto,,,,,,,,x,Simme,,,,,,,,,,
GLENN WB FRAZIER FS,Glenn Ave & Frazier Ave,GLEN WB FRAZ FS,1194,42,"37.601730623141854, -121.00645048432898",Modesto,,,,,,,,,,,,,,,,,,,
USTICK SB IMPERIAL NS,Ustick Rd & Imperial Ave,USTI SB IMPE NS,1195,42,"37.60151306187098, -121.01167893393686",Modesto,,,,,,,,x,Simme,,,,,,,,,,
MARIN EB USTICK FS,Marin Ave & Ustick Rd,MARI EB USTI FS,1196,42,"37.59822134603124, -121.01153038960068",Modesto,,,,,,,,,,,,,,,,,,,
DALLAS NB MARIN FS,Dallas St & Marin Ave,DALL NB MARI FS,1197,42,"37.59848145844658, -121.00128236026015",Modesto,,,,,,,,,,,,,,,,,,,
WHITMORE EB NICKERSON NS,Whitmore Ave & Nickerson Dr,WHIT EB NICK NS,1198,42,"37.59478256181247, -120.98708031807703",Ceres,,,,,,,,x,Simme,,,,,,,,,,
WHITMORE EB MALIK FS,Whitmore Ave & Malik Ave,WHIT EB MALI FS,1199,42,"37.594750597564044, -120.98089055106905",Ceres,,,,,,,,,,,,,,,,,,,
WHITMORE EB MORGAN NS,Whitmore Ave & Morgan Rd,WHIT EB MORG NS,1200,42,"37.59481099611895, -120.97650920483835",Ceres,,,,,,,,,,,,,,,,,,,
KINSER EB MORGAN FS,Kinser Rd & Morgan Rd,KINS EB MORG FS,1201,42,"37.59117989872818, -120.97488761860511",Ceres,,,,,,,,,,,,,,,,,,,
BLAKER SB KINSER FS,Blaker Rd & Kinser Rd,BLAK SB KINS FS,1202,42,"37.59070690543974, -120.96617487657167",Ceres,,,,,,,,,,,,,,,,,,,
PINE WB CENTRAL NS,Pine St & Central Ave,PINE WB CENT NS,1203,42,"37.58650578332472, -120.95600621067166",Ceres,,,,,,,,,,,,,,,,,,,
CENTRAL SB DON PEDRO NS,Central Ave & Don Pedro Rd,CENT SB DONP NS,1204,42,"37.583383267390225, -120.9570130820381",Ceres,,,,,,,,,,,,,,,,,,,
CENTRAL SB SERVICE NS,Central Ave & Service Rd,CENT SB SERV NS,1205,42,"37.58151578962518, -120.95702739516013",Ceres,,,,,,,,,,,,,,,,,,,
BLAKER NB SUNGATE X,Blaker Rd & Sungate Dr,BLAK NB SUNG X,1206,42,"37.5846570610884, -120.96592750454188",Ceres,,,,,,,,x,Simme,,,,,,,,,,
BLAKER NB CANCIMILLA X,Blaker Rd & Cancimilla Ct,BLAK NB CANC X,1207,42,"37.58821611487952, -120.96596699002043",Ceres,,,,,,,,,,,,,,,,,,,
KINSER WB BLAKER FS,Kinser Rd & Blaker Rd,KINS WB BLAK FS,1208,42,"37.591228050874726, -120.96767666198161",Ceres,,,,,,,,x,Simme,,,,,,,,,,
MORGAN NB KINSER FS,Morgan Rd & Kinser Rd,MORG NB KINS FS,1209,42,"37.59183421759197, -120.97514281344255",Ceres,,,,,,,,,,,,,,,,,,,
WHITMORE WB MORGAN FS,Whitmore Ave & Morgan Rd,WHIT WB MORG FS,1210,42,"37.5949125054817, -120.9759547916975",Ceres,,,,,,,,x,Simme,,,,,,,,,,
WHITMORE WB MALIK X,Whitmore Ave & Malik Ave,WHIT WB MALI X,1211,42,"37.59495866143209, -120.98143295204667",Ceres,,,,,,,,x,Simme,,,,,,,,,,
WHITMORE WB NICKERSON FS,Whitmore Ave & Nickerson Dr,WHIT WB NICK FS,1212,42,"37.59498715384249, -120.9859941292545",Modesto,,,,,,,,,,,,,,,,,,,
WHITMORE WB ACROSS FROM G3,Whitmore Ave at G3 Enterprises,WHIT WB G3 X,1213,42,"37.59501296786111, -120.99112601194292",Modesto,,,,,,,,x,Simme,,,,,,,,,,
DALLAS NB MARIN NS,Dallas St & Marin Ave,DALL NB MARI NS,1214,42,"37.59782587429329, -121.00130872912266",Modesto,,,,,,,,,,,,,,,,,,,
USTICK NB MARIN FS,Ustick Rd & Marin Ave,USTI NB MARI FS,1215,42,"37.598586522952736, -121.01158430237463",Modesto,,,,,,,,,,,,,,,,,,,
W MAIN WB KILROY NS,W Main St & Kilroy Rd,MAIN WB KILR NS,1217,45,"37.4928329850324, -120.87555145125947",Turlock,,,,,,,,,,,,,,,,,,,
MITCHELL SB DON PEDRO FS,Mitchell Rd & Don Pedro Rd,MITC SB DONP FS,1218,29T 61,"37.58355202206394, -120.93882871149886",Ceres,,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,,,,,,,,,,
LAS PALMAS WB N 9TH NS,Las Palmas Ave & N 9th St,LASP WB N9TH NS,1219,45,"37.46857068839402, -121.13685571250265",Patterson,,,,,,,,,,,,,,,,,,,
SPERRY EB S 2ND NS (HWY 33),Sperry Rd & 2nd St,SPER EB S2ND NS,1220,45,"37.46421263237841, -121.12408232704071",Patterson,,,,,,,,x,Simme,,,,,,,,,,
SPERRY WB S 2ND FS (HWY 33),Sperry Rd & 2nd St,SPER WB S2ND FS,1221,45,"37.46430131385252, -121.1241393166816",Patterson,,,,,,,,,,,,,,,,,,,
LAS PALMAS EB S 9TH FS,Las Palmas Ave & S 9th St,LASP EB S9TH FS,1222,45,"37.468450599149115, -121.1367948797985",Patterson,,,,,,,,x,Simme,,,,,,,,,,
CARPENTER SB WAVERLY FS,Carpenter Rd & Waverly Dr,CARP SB WAVE FS,1223,47,"37.61770026703648, -121.03052259728551",Modesto,,,,,,,,,,,,,,,,,,,
HATCH EB CARPENTER FS,Hatch Rd & Carpenter Rd,HATC EB CARP FS,1224,47,"37.60725977661436, -121.02953044965814",Modesto,,,,,,,,,,,,,,,,,,,
HATCH EB RANCHO ENCANTADO FS,Hatch Rd & Rancho Encantado Ct,HATC EB RANC FS,1225,47,"37.60602310302567, -121.01960987998437",Modesto,,,,,,,,,,,,,,,,,,,
HATCH EB USTICK NS,Hatch Rd & Ustick Rd,HATC EB USTI NS,1226,47,"37.60622397879059, -121.01242829318117",Modesto,,,,,,,,,,,,,,,,,,,
HATCH EB BOISE FS,Hatch Rd & Boise Ave,HATC EB BOIS FS,1227,47,"37.607840269560974, -121.00613923743218",Modesto,,,,,,,,x,Simme,,,,,,,,,,
HATCH EB DALLAS FS,Hatch Rd & Dallas St,HATC EB DALL FS,1228,42 47,"37.60923418406974, -121.0009544260448",Modesto,,,X,MESH,605,X,LG,X,"COA,SHELTER",,,,,,,,,,
MITCHELL SB JOHN B ALLARD ACAD,Mitchell Rd & John B Allard Acad,MITC SB JOHNB,1229,47 61,"37.589617014949184, -120.93890054499315",Ceres,,,,,,,,,,,,,,,,,,,
HATCH WB DALLAS FS,Hatch Rd & Dallas St,HATC WB DALL FS,1230,47,"37.609270707790884, -121.00184570727727",Modesto,,,,,,,,x,Simme,,,,,,,,,,
HATCH WB USTICK NS,Hatch Rd & Ustick Rd,HATC WB USTI NS,1231,47,"37.60715142723, -121.00967738024853",Modesto,,,,,,,,,,,,,,,,,,,
HATCH WB RANCHO ENCANTADO FS,Hatch Rd & Rancho Encantado Ct,HATC WB RANC FS,1232,47,"37.60620138095714, -121.02045539504249",Modesto,,,,,,,,,,,,,,,,,,,
HATCH WB CARPENTER NS,Hatch Rd & Carpenter Rd,HATC WB CARP NS,1233,47,"37.6067288819, -121.02740187730346",Modesto,,,,,,,,,,,,,,,,,,,
N 9TH NB CALDWELL FS,N 9th St & Caldwell Ave,N9TH NB CALD FS,1234,48,"37.65477805956444, -121.01966548249601",Modesto,,,,,,,,,,,,,,,,,,,
CARVER NB 9TH FS,Carver Rd & 9th St,CARV NB 9TH FS,1235,48,"37.65840984263315, -121.02191062747086",Modesto,,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,,Y,,,,,,10-2023 Shelter Installed,
DALE NB STANDIFORD FS,Dale Rd & Standiford Rd,DALE NB STAN FS,1236,48,"37.68603491464139, -121.0497498706154",Modesto,,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,,Y,,,,,,10-2023 Shelter Installed,
DALE SB BANGS FS,Dale Rd & Bangs Ave,DALE SB BANG FS,1237,48,"37.70366399146202, -121.05025245009037",Modesto,,,,,,,,,,,,,,,,,,,
CARVER SB 9TH NS,Carver Rd & 9th St,CARV SB 9TH NS,1238,48,"37.65841489590711, -121.0220470672118",Modesto,,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,,Y,,,,Y,,10-2023 Shelter Installed,
YOSEMITE EB GEER NS,Yosemite Blvd & Geer Rd,YOSE EB GEER NS,1239,50,"37.63868796058876, -120.85194443282433",Modesto,,,,,,,,,,,,,,,,,,,
YOSEMITE EB REINWAY FS,Yosemite Blvd & Reinway Ave,YOSE EB REIN FS,1240,50,"37.6381275676196, -120.77343055579671",Waterford,,,,,,,,,,,,,,,,,,,
BENTLEY EB G NS,Bentley St & G St,BENT EB G NS,1241,50,"37.63943031600913, -120.76340323966187",Waterford,,,,,,,,x,Simme,,,,,,,,,,
BENTLEY WB G NS,Bentley St & G St,BENT WB G NS,1242,50,"37.639959211018216, -120.76263921982643",Waterford,,,,,,,,x,Simme,,,,,,,,,,
YOSEMITE WB WESTERN FS,Yosemite Blvd & Western Ave,YOSE WB WEST FS,1243,50,"37.63824960177478, -120.76825021154309",Waterford,,x,,,,,,x,Simme,,,,,,,,,,
YOSEMITE WB REINWAY NS,Yosemite Blvd & Reinway Ave,YOSE WB REIN NS,1244,50,"37.63830354282576, -120.7731164830312",Waterford,,,,,,,,,,,,,,,,,,,
YOSEMITE WB GEER FS,Yosemite Blvd & Geer Rd,YOSE WB GEER FS,1245,50,"37.63879202153384, -120.85146112574445",Modesto,,,,,,,,,,,,,,,,,,,
YOSEMITE WB H FS,Yosemite Blvd & H St,YOSE WB H FS,1246,50,"37.638354212014995, -120.90030975847728",Empire,,,,,,,,,,,,,,,,,,,
BODEM NB CEDAR NS,Bodem St & Cedar Ave ,BODE NB CEDA NS,1247,60,"37.64773881967519, -120.98524051554735",Modesto,,,,,,,,x,Simme,,,,,,,,,,
SUNRISE NB LUCERN FS,Sunrise Ave & Lucern Ave,SUNR NB LUCE FS,1248,60,"37.65354090757721, -120.98460289075221",Modesto,,,,,,,,,,,,,,,,,,,
SUNRISE NB EDISON FS,Sunrise Ave & Edison Ave,SUNR NB EDIS FS,1249,60,"37.65890545652798, -120.98468755953726",Modesto,,,,,,,,x,Simme,,,,,,,,,,
SUNRISE NB ORANGEBURG FS,Sunrise Ave & Orangeburg Ave,SUNR NB ORAN FS,1250,60,"37.664376649749734, -120.98475590281674",Modesto,,,,,,,,,,,,,,,,,,,
SUNRISE NB GRANGER X,Sunrise Ave & Granger Ave,SUNR NB GRAN X,1251,60,"37.667506839947094, -120.98478545778723",Modesto,,,,,,,,x,Simme,,,,,,,,,,
SUNRISE NB NORWEGIAN FS,Sunrise Ave & Norwegian Ave,SUNR NB NORW FS,1252,60,"37.6718932842045, -120.98485577634396",Modesto,,,,,,,,,,,,,,,,,,,
SUNRISE NB CHARLES NS,Sunrise Ave & Charles Ave,SUNR NB CHAR NS,1253,60,"37.67497721014926, -120.98482862198247",Modesto,,,,,,,,,,,,,,,,,,,
OAKDALE NB POST OFFICE DR FS,Oakdale Rd & Post Office Dr,OAKD NB POST FS,1254,60,"37.68759136542391, -120.95785755734548",Modesto,,,,,,,,,,,,,,,,,,,
STANISLAUS EB 3RD FS,Stanislaus St & 3rd St,STAN EB 3RD FS,1255,60,"37.73497155273435, -120.93544088451453",Riverbank,,,,,,,,x,Simme,,,,,,,,,,
STANISLAUS EB 6TH NS,Stanislaus St & 6th St,STAN EB 6TH  NS,1256,60,"37.73500944496533, -120.93083021615017",Riverbank,,,,,,,,,,,,,,,,,,,
CLAUS NB SIERRA X,Claus Rd & Sierra St,CLAUS NB SIER X,1257,60,"37.73414544930966, -120.92211236407086",Riverbank,,,,,,,,,,,,,,,,,,,
1ST NB EAST E FS,1St St & E St,1ST NB EA E FS,1258,60,"37.76699672009551, -120.8504630002855",Oakdale,,,,,,,,,,,,,,,,,,,
A EB 3RD X,A St & 3rd St,A EB 3RD  X,1259,60,"37.77214485588545, -120.85165735519203",Oakdale,,,,,,,,x,Simme,,,,,,,,,,
A EB SIERRA FS,A St & Sierra Ave,A EB SIER FS,1260,60,"37.772962267625914, -120.84965939900066",Oakdale,,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,Cemetery,Y,,,,,,10-2023 installed shelter,
6TH SB D NS,6Th St & D St,6TH  SB D NS,1261,60,"37.77059732121369, -120.84527369131447",Oakdale,,,,,,,,,,,,,,,,,,,
D EB 9TH FS,D St & 9th St,D EB 9TH  FS,1262,60,"37.77190674728971, -120.84152740466561",Modesto,,,,,,,,,,,,,,,,,,,
D EB JOHNSON FS,D St & Johnson Ave,D EB JOHN FS,1263,60,"37.773163856841414, -120.83856307771116",Oakdale,,,,,,,,,,,,,,,,,,,
MAAG SB EAST D FS,Maag Rd & D St,MAAG SB EAD FS,1264,60,"37.77568962243981, -120.8329335537711",Oakdale,,,,,,,,,,,,,,,,,,,
6TH NB C NS,6th St & C St,6TH  NB C NS,1269,60,"37.771502271930274, -120.84567045890263",Oakdale,,,,,,,,,,,,,,,,,,,
A WB OLD STOCKTON FS,A St & Old Stockton Rd,A WB  OLDS  FS,1270,60,"37.77316689621501, -120.84973797118725",Oakdale,,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,Senior Center Oakdale,,,,,,,10-2023 installed shelter,
A WB N 3RD FS,A St & 3rd St,A WB N3RD FS,1271,60,"37.771946345148585, -120.85237573292119",Oakdale,,,,,,,,,,,,,,,,,,,
1ST SB POPLAR NS,1st St & Poplar St,1ST SB POPL NS,1272,60,"37.766820734369425, -120.8505944285441",Oakdale,,,,,,,,,,,,,,,,,,,
CLAUS SB SIERRA NS,Claus Rd & Sierra St,CLAU SB SIER NS,1273,60,"37.73422506970421, -120.92223063911818",Riverbank,,,,,,,,,,,,,,,,,,,
