Stop Name,Internet Label,Avail Label,Stop Number,Routes Served,GPS,City,StaRT Stop ID,Solar Light,Shelter,Shelter Type,Asset Number2,Garbage Can,Garbage Can Type,Bench,Bench Type,Frames Needed,Landmark/Notes,Shelter Possible (Y/N),Priority,Trash Can Possible (Y/N),Priority2,Bench Possible w/o shelter (Y/N),Priority3,Notes,Column1
SISK NB TARGET CENTER FS,Sisk Rd & Target Center,SISK NB TARG FS,563,31,"37.69431135694016, -121.06579819920648",Modesto,,,X,MESH,523,X,LG,X,COA,1,,,,,,,,Solar light stolen 5/2023,
SISK NB PELANDALE NS,Sisk Rd & Pelandale Ave,SISK NB PELA NS,564,31,"37.69858928338299, -121.06890686561303",Modesto,,,,,,,,X,COA,1,,,,,,,,,
ELM NB BROADWAY NS,Elm St & Broadway Ave,ELM NB BROA NS,568,48,"37.706823296820154, -121.08320839665498",Salida,,,,,,X,LG,X,simme,1,,,,,,,,,
KIERNAN EB SISK NS,Kiernan Ave & Sisk Rd,KIER EB SISK NS,569,48,"37.71005679152858, -121.07931931251723",Salida,,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,1,,,,,,,,,
PELANDALE EB SISK FS,Pelandale Ave & Sisk Rd,PELA EB SISK FS,572,31,"37.69998074727615, -121.06780106565259",Modesto,,,,,,,,X,COA,1,,,,,,,,,
PELANDALE EB GAGOS NS,Pelandale Ave & Gagos Dr,PELA EB GAGO NS,573,31,"37.70000581441705, -121.06303093834805",Modesto,,,,,,,,x,blue mesh,1,,,,,,,,,
PELANDALE EB BLUE BIRD FS,Pelandale Ave & Blue Bird Dr,PELA EB BLUE FS,574,31,"37.70009802155304, -121.05837257911625",Modesto,,,,,,,,x,blue mesh,1,,,,,,,,,
PELANDALE EB HONEY CREEK NS,Pelandale Ave & Honey Creek Rd,PELA EB HONE NS,575,31,"37.70013558747358, -121.05491002341896",Modesto,,,,,,X,SM,X,SIMME,1,,,,,,,,,
DALE SB HEALTHCARE FS,Kaiser Hospital Southbound - Dale Rd,DALE SB HEAL FS,579,48,"37.708069036828405, -121.05029956829779",Modesto,,,X,MESH,518,X,LG,X,"COA,SHELTER",1,,,,,,,,,
COFFEE NB SCENIC FS,Coffee Rd & Scenic Dr,COFF NB SCEN FS,580,32,"37.649762246444105, -120.97540305228976",Modesto,,,,,,,,,,1,,,,,,,,,
COFFEE NB MORRIS X,Coffee Rd & Morris Ave,COFF NB MORR X,581,32,"37.65163357868978, -120.97544696240004",Modesto,,,X,MESH,565,X,LG,X,SHELTER,1,MARPLE MANOR  ,,,,,,,,
COFFEE NB LUCERN FS,Coffee Rd & Lucern Ave,COFF NB LUCE FS,582,32,"37.65321600641655, -120.97546405834883",Modesto,,x,X,Tolar Sunset 16,,X,LG Shelter,X (2),"COA, Tolar",1,RECYCLE BIN   GOULD  ,,,,,,,,
COFFEE NB LOCKE FS,Coffee Rd & Locke Rd,COFF NB LOCK FS,583,32,"37.65487018538114, -120.97551972247287",Modesto,,,,,,,,,,1,,,,,,,,,
COFFEE NB FAIRMONT X,Coffee Rd & Fairmont Ave,COFF NB FAIR X,584,32,"37.65757713172072, -120.97548140752009",Modesto,,,X,MESH,566,X,LG,,,1,DOWNEY H.S  ,,,,,,,,
COFFEE NB BRIGHTON FS,Coffee Rd & Brighton Ave,COFF NB BRIG NS,585,32,"37.66001166845686, -120.97553892344649",Modesto,,,,,,,,,,1,,,,,,,,,
COFFEE NB ORANGEBURG NS,Coffee Rd & Orangeburg Ave,COFF NB ORAN NS,586,32,"37.66336880720703, -120.97562489843067",Modesto,,,X,MESH,567,X,LG,X,"COA, MESH",1,,,,,,,,,
COFFEE NB COOLIDGE FS,Coffee Rd & Coolidge Ave,COFF NB COOL FS,587,32,"37.665694261322685, -120.97560622344152",Modesto,,,,,,,,,,1,,,,,,,,,
COFFEE NB BRIGGSMORE FS,Coffee Rd & Briggsmore Ave,COFF NB BRIG FS,588,32,"37.6681141068792, -120.97553974476993",Modesto,,,X,MESH,568,X,LG,X (2),"COA, SHELTER",1,"MEMORIAL   RECYCLE BIN , Solar light stolen",,,,,,,,
COFFEE NB SYLVAN FS,Coffee Rd & Sylvan Ave,COFF NB SYLV FS,589,32,"37.68955132757884, -120.97590679449593",Modesto,,x,x,Tolar Sunset 12,,X,LG,X (2),COA Tolar,1,,Y,,,,,,10-2023 Shelter Installed,
COFFEE NB SYLVAN MEADOWS NS,Coffee Rd & Sylvan Meadows Dr,COFF NB SYLM NS,590,32,"37.691151028003, -120.9760087673306",Modesto,,,,,,X,LG,X,COA,1,,,,,,,,,
MABLE EB COFFEE FS,Mable Ave & Coffee Rd,MABL EB COFF FS,591,32,"37.696056652176225, -120.97514916358672",Modesto,,,,,,,,X,MESH,1,,,,,,,,,
MABLE EB BEYER PARK NS,Mable Ave & Beyer Park Dr,MABL EB BEYE NS,592,32,"37.696091383374835, -120.97148742623567",Modesto,,,,,,,,,,1,,,,,,,,,
MABLE EB NORTHVIEW FS,Mable Ave & Northview Dr,MABL EB NORT FS,593,32,"37.69612341986674, -120.96834474785443",Modesto,,,,,,,,x,Mesh,1,,Y,,Y,,,,,
MABLE EB PALMWOOD FS MHP,Mable Ave & Palmwood MHP,MABL EB PALM FS,594,32,"37.69615798188096, -120.9620700698654",Modesto,,,,,,,,X,Mesh,1,HOMEWOOD MHP  ,,,,,,,,
MABLE EB OAKDALE NS,Mable Ave & Oakdale Rd,MABL EB OAK NS,595,32,"37.69614698943896, -120.95972349529136",Modesto,,,,,,,,,,1,Renamed from Mable - Spring Oak FS,,,,,,,,
OAKDALE SB BRIDGEWOOD NS,Oakdale Rd & Bridgewood Way,OAK SB BRID NS,597,32 60,"37.692254476206394, -120.95810149621803",Modesto,,,,,,,,,,1,,,,,,,,,
FLOYD WB OAKDALE FS,Floyd Ave & Oakdale Rd,FLOY WB OAK FS,599,37 60,"37.67814100169343, -120.95956170109885",Modesto,,X,,,,,,X,simme,1,,,,,,,,,
FLOYD WB ROSE FS,Floyd Ave & Rose Ave,FLOY WB ROSE FS,601,37 60,"37.67811850416268, -120.96719503183729",Modesto,,,,,,X,SM,,,1,,,,,,,,,
FLOYD WB KELLER FS,Floyd Ave & Keller St,FLOY WB KELL FS,606,37 60,"37.678114570356776, -120.97048097123931",Modesto,,,,,,,,,,1,,,,,,,,,
FLOYD WB VERA CRUZ X,Floyd Ave & Vera Cruz Dr,FLOY WB VERAC X,607,37 60,"37.678084081619495, -120.97330525818774",Modesto,,,,,,,,,,1,,,,,,,,,
COFFEE SB FLOYD FS,Coffee Rd & Floyd Ave,COFF SB FLOY FS,608,32,"37.6776892167094, -120.97590049541745",Modesto,,,X,MESH,570,X,LG,X (2),"COA,SHELTER",1,RECYCLE BIN,,,,,,,,
COFFEE SB ATHENS NS,Coffee Rd & Athens Ave,COFF SB ATHE NS,609,32,"37.67441427796358, -120.97580337992206",Modesto,,,,,,x,LG,X,COA,1,,,,,,,,,
COFFEE SB NORWEGIAN NS,Coffee Rd & Norwegian Ave,COFF SB NORW NS,610,32,"37.67129988970694, -120.9758028318647",Modesto,,,,,,X,LG,X,simme,1,,,,,,,,,
COFFEE SB COOLIDGE X,Coffee Rd & Coolidge Ave,COFF SB COOL X,612,32,"37.665519060425034, -120.97580049541754",Modesto,,,,,,X,LG,X,COA,1,,,,,,,,,
COFFEE SB ORANGEBURG FS,Coffee Rd & Orangeburg Ave,COFF SB ORAN FS,613,32,"37.66335762892483, -120.97573925997355",Modesto,,X,X,Tolar Sunset 12,571,X,Shelter LG,X,Tolar COA,1,RECYCLE BIN  ,,,,,,,,
COFFEE SB GLORIA FS,Coffee Rd & Gloria Way,COFF SB GLOR FS,614,32,"37.66058101422411, -120.97579849942191",Modesto,,X,X,Tolar Sunset 8,,X,"Shelter SM, POLE",X (2),Tolar,1,,,,,,,,,
COFFEE SB FAIRMONT FS,Coffee Rd & Fairmont Ave,COFF SB FAIR FS,615,32,"37.65698516382774, -120.97570302645804",Modesto,,,X,MESH,572,X,LG,,,1,RECYCLE BIN  AJ'S MARKET  ,,,,,,,,
COFFEE SB LOCKE NS,Coffee Rd & Locke Rd,COFF SB LOCK NS,616,32,"37.65470067821299, -120.97570038625383",Modesto,,,,,,,,,,1,,,,,,,,,
COFFEE SB LUCERN NS,Coffee Rd & Lucern Ave,COFF SB LUCE NS,617,32,"37.652825368339855, -120.97570026443667",Modesto,,,,,,X,LG,X,mesh,1,,,,,,,,PG shelter vandalized 9/22 scrapped,
COFFEE SB SCENIC NS,Coffee Rd & Scenic Dr,COFF SB SCEN NS,618,32,"37.64961673818011, -120.97559982486537",Modesto,,,,,,X,LG,X,COA,1,,,,,,,,,
MCHENRY NB JONES NS,McHenry Ave & Jones St,MCH NB JONE NS,622,22 23,"37.64641792774055, -120.9936997603725",Modesto,,,,,,X,LG,X,COA,1,RECYCLE BIN,Y,1,N/A,N/A,N/A,N/A,"R19, Needs concrete work, existing bench & trash can",
MCHENRY NB ALMOND NS,McHenry Ave & Almond Ave,MCH NB ALMO NS,623,22 23,"37.64856578845101, -120.99371703332146",Modesto,,,,,,X,LG,X,COA,1,,N,N/A,N/A,N/A,N/A,N/A,"R1, Existing bench & trash can, No Room",
MCHENRY NB MORRIS FS,McHenry Ave & Morris Ave,MCH NB MORR FS,624,22 23,"37.651958169614254, -120.9937464147027",Modesto,,,,,,,,,simme,1,Wilson Uniform,N,N/A,Y,2,Y,2,"R11, No Room",
MCHENRY NB FRANCES FS,McHenry Ave & Frances Ave,MCH NB FRAN FS,625,22 23,"37.654047944575986, -120.99370994205074",Modesto,,,,,,X,LG,X,COA,1,,N,N/A,N/A,N/A,N/A,N/A,"R11, No Room, Existing bench & trash can",
MCHENRY NB HINTZE NS,McHenry Ave & Hintze Ave,MCH NB HINT NS,626,22 23,"37.65566691430824, -120.99378133499135",Modesto,,,,,,X,LG,X,COA,1,,N,N/A,N/A,N/A,N/A,N/A,"R4, Existing bench, trash can, No room",
MCHENRY NB FAIRMONT NS,McHenry Ave & Fairmont Ave,MCH NB FAIR NS,627,22 23,"37.657159155649005, -120.99380397174569",Modesto,,,,,,X,LG,X,COA,1,,N,N/A,N/A,N/A,N/A,N/A,"R11, Existing bench & trash can, No room",
MCHENRY NB ROSEBURG FS,McHenry Ave & Roseburg Ave,MCH NB ROSB FS,628,22 23,"37.66028647988261, -120.99385068328098",Modesto,,,,,,X,LG,X,COA,1,City Tire,N,N/A,N/A,N/A,N/A,N/A,"R14, Existing Bench, trash can,  No Room",
MCHENRY NB ORANGEBURG FS,McHenry Ave & Orangeburg Ave,MCH NB ORAN FS,629,22 23,"37.66402422572446, -120.99390044431745",Modesto,,,X,MESH,524,X,LG,X,COA,1,RECYCLE BIN,Y,1,N/A,N/A,N/A,N/A,"R29, Existing Bench and trash can, ready for shelter",
MCHENRY NB COOLIDGE FS,McHenry Ave & Coolidge Ave,MCH NB COOL FS,630,22 23,"37.66576651998782, -120.99390781136658",Modesto,,,X,MESH,525,X,LG,X,COA,1,,Y,1,N/A,N/A,N/A,N/A,"R15, Existing bench & trash can, needs concrete work, motion light install 2-8-24",
STANDIFORD WB MCHENRY FS,Standiford Ave & McHenry Ave,STAN WB MCH FS,633,22,"37.689215214725984, -120.99550048710366",Modesto,,,X,MESH,514,X,LG,X (2),"COA, MESH",1,RECYCLE BIN,,,,,,,,
STANDIFORD WB COLUMBINE FS,Standiford Ave & Columbine Dr,STAN WB COLU FS,634,22,"37.68926344831695, -121.00260918898397",Modesto,,,,,,,,,,1,,,,,,,,,
STANDIFORD WB WINEGARDEN FS,Standiford Ave Winegarden Dr,STAN WB WINE FS,635,22,"37.689324088932246, -121.00580093694623",Modesto,,,,,,,,x,Simme,1,,Y,4,Y,4,Y,4,R0,
STANDIFORD WB COLONIAL FS,Standiford Ave & Colonial Dr,STAN WB COLO FS,636,22,"37.689374410009265, -121.00960244237646",Modesto,,,,,,,,X,COA,1,,Y,3,Y,3,N/A,N/A,"R7, Existing Bench, needs concrete work",
STANDIFORD EB TULLY FS,Standiford Ave & Tully Rd,STAN EB TULL FS,637,22,"37.68926914556466, -121.0120878361512",Modesto,,,X,MESH,512,X,LG,X,COA,1,RECYCLE BIN,Y,1,N/A,N/A,N/A,N/A,"R44, Existing bench & trash can, needs concrete work",
STANDIFORD EB COLONIAL FS,Standiford Ave & Colonial Dr,STAN EB COLO FS,638,22,"37.689241969337395, -121.00865278997256",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,"R4, needs concrete work",
STANDIFORD EB WINEGARDEN X,Standiford Ave & Winegarden,STAN EB WINE X,639,22,"37.68913574581515, -121.00443679708806",Modesto,,,,,,X,LG,X,simme,1,Moved from Tierra Ct,Y,4,Y,4,Y,4,"R2, needs concrete work",
STANDIFORD EB MCHENRY NS,Standiford Ave & McHenry,STAN EB MCH NS,641,22,"37.689063099996595, -120.9959013414831",Modesto,,,X,MESH,513,,,X,COA,1,,Y,1,Y,1,N/A,N/A,"R17, Existing bench",
MCHENRY SB BOWEN NS,McHenry Ave & Bowen Ave,MCH SB BOWE NS,642,"22, 23","37.67656216202192, -120.99425616888735",Modesto,,,,,,X,LG,X,COA,1,,Y,3,N/A,N/A,N/A,N/A,"R8, Existing bench & trash can",
MCHENRY SB ROSEBURG MENSINGER MB,McHenry Ave between Roseburg Ae & Mensinger Ave,MCH SB ROSB FS,643,"22, 23","37.65924919684222, -120.9939816140975",Modesto,,,X,MESH,536,,,X (2),"MESH, COA",1,,Y,1,N/A,N/A,N/A,N/A,"R55, Existing bench & trash can, complaints from adjacent property owner regarding loitering.",
MCHENRY SB FAIRMONT FS,McHenry Ave & Fairmont Ave,MCH SB FAIR FS,644,"22, 23","37.657140502886875, -120.99393965516934",Modesto,,,,,,X,LG,X,COA,1,,Y,3,,N/A,N/A,N/A,"R7, Existing bench & trash can",
MCHENRY SB GRISWOLD NS,McHenry Ave & Griswold Ave,MCH SB GRIS NS,645,"22, 23","37.655633588031925, -120.9939056843038",Modesto,,,,,,X,LG,x,Simme,1,,Y,4,N/A,N/A,Y,4,"R0, Existing trash can",
MCHENRY SB MAYNELL X,McHenry Ave & Maynell Ave,MCH SB MAYN X,646,"22, 23","37.65289959687286, -120.99387977470441",Modesto,,,,,,X,LG,X,COA,1,,N,N/A,N/A,N/A,N/A,N/A,"R3, Existing bench & trash can, no room",
MCHENRY SB STODDARD FS,McHenry Ave & Stoddard Ave,MCH SB STOD FS,647,"22, 23","37.64894974544288, -120.99386123058443",Modesto,,,,,,X,LG,X,COA,1,,Y,4,N/A,N/A,N/A,N/A,"R4, existing bench & trash can",
G EB 17TH FS,G St & 17th St,G EB 17TH FS,652,25 60,"37.64275805505669, -120.98992737099893",Modesto,,,,,,,,X ,COA,1,,Y,4,Y,4,N/A,N/A,R4,
G EB BURNEY FS,G St & Burney St,G EB BURN FS,653,25,"37.6434092007463, -120.98853000699901",Modesto,,,,,,,,X,simme,1,,Y,1,Y,1,Y,1,"R17, Have ROW, can add concrete",
LA LOMA SB MORTON FS,La Loma & Morton Blvd,LALO SB MORT FS,654,25,"37.643524101618, -120.98511636108321",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,R2,
LA LOMA SB LAS PALMAS NS,La Loma & Las Palmas Ave,LALO SB LAS P,655,25,"37.64224698971236, -120.97902346961581",Modesto,,,,,,,,,,1,,N,N/A,Y,4,N,N/A,"R0, ROW issues, Residential",
LA LOMA SB SANTA BARBARA FS,La Loma & Santa Barbara Ave,LALO SB SBAR FS,656,25,"37.6406498149781, -120.97510135911108",Modesto,,,,,,X ,LG,X,COA,1,,Y,2,Y,2,N/A,N/A,R11,
MILLER EB SANTA CRUZ FS,Miller Ave & Santa Cruz Ave,MILL EB SCRZ FS,657,25,"37.64005362642671, -120.97364123363154",Modesto,,X,X,Tolar Sunset 12,,X,Shelter,X,Tolar COA,1,,Y,1,N/A,N/A,N/A,N/A,"R18, Existing bench & Trash can",
MILLER EB FERGUSON X,Miller Ave & Ferguson Ave,MILL EB FERG X,658,25,"37.64003860086917, -120.96761073799898",Modesto,,,,,,,,,,1,,Y,4,Y,4,Y,4,R4,
MILLER EB MARIA CT NS,Miller Ave & Maria Ct,MILL EB MARI NS,659,25,"37.64000796303893, -120.96556982543343",Modesto,,,,,,,,,,1,,Y*,2,Y*,2,Y,2,"R14, ROW issues, Residential",
MILLER EB PHOENIX NS,Miller Ave & Phoenix Ave,MILL EB PHOE NS,660,25,"37.639994950538714, -120.96272262364285",Modesto,,,,,,,,,,1,,N,N/A,Y*,3,N,N/A,"R8, ROW issues, Residential",
MILLER EB PARRY FS,Miller Ave & Parry Ave,MILL EB PARR FS,661,25,"37.640020113739155, -120.95930104691335",Modesto,,,,,,,,,,1,,N,N/A,Y*,4,N,N/A,"R3,  ROW issues, Residential,possible Post mt Trash can",
MILLER EB EL VISTA FS,Miller Ave & El Vista Ave,MILL EB ELVI FS,662,25,"37.640023129063536, -120.95689662661931",Modesto,,,,,,,,,,1,,N,N/A,Y*,3,N,N/A,"R5,  ROW issues, Residential",
MILLER EB TRASK FS,Miller Ave & Trask Ln,MILL EB TRAS FS,663,25,"37.64000519640032, -120.9523758674492",Modesto,,,,,,,,,,1,,N,N/A,Y*,2,N,N/A,"R11, ROW issues, Residential, post mt trash possible",
MILLER EB KINGSTON,Miller Ave & Kingston Ln,MILL EB KING FS,664,25,"37.64000251367142, -120.949717671073",Modesto,,,X,MESH,643,X,LG,,,1,,Y,1,Y,1,Y,1,R19,
RIVERSIDE SB MILLER FS,Riverside Dr & Miller Ave,RIV SB MILL FS,665,25,"37.639229987197616, -120.94821714083449",Modesto,,,,,,,,,,1,,Y,2,Y,2,Y,2,R10,
LINCOLN NB YOSEMITE FS,Lincoln Ave & Yosemite Blvd,LINC NB YOSE FS,666,25,"37.63866435317628, -120.9388997916125",Modesto,,,X,MESH,558,X ,LG ,X,MESH ,1,AM/PM,,,,,,,,
LINCOLN NB POPPYPATCH FS,Lincoln Ave & Poppypatch Dr,LINC NB POPP FS,667,25,"37.642879930533724, -120.93894106408544",Modesto,,,,,,,,x,simme,1,,Y,3,Y,3,Y,3,R7,
LINCOLN NB PENNY LANE NS,Lincoln Ave & Penny Ln,LINC NB PENN NS,668,25,"37.6451694673028, -120.939000000286",Modesto,,,X,MESH,559,,,X,MESH ,1,,Y,1,Y,1,Y,1,R21,
PENNY LANE EB HUBERT NS,Penny Ln & Hubert Dr,PENN EB HUBE NS,669,25,"37.64526557463858, -120.93370201194281",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R13, No ROW",
MCCLURE NB PENNY LANE FS,McClure Rd & Penny Ln,MCCL NB PENN FS,670,25,"37.645436460526604, -120.92999685817603",Modesto,,,,,,,,,,1,CREEKWOOD SCHOOL ,Y*,4,Y*,4,Y*,4,"R3,  ROW issues",
ARDIA EB REDFIELD FS,Ardia Ave & Redfield Ave,ARDI EB REDF FS,671,25,"37.64675026575277, -120.92899664752461",Modesto,,,,,,,,,,1,,Y,4,Y ,4,Y ,4,R2,
ARDIA EB CREEKWOOD NS,Ardia Ave & Creekwood Dr,ARDI EB CREE NS,672,25,"37.64623372483504, -120.92630198070306",Modesto,,,,,,,,,,1,,Y,2,Y ,2,Y ,2,R10,
CREEKWOOD NB EDENTON FS,Creekwood Dr & Edenton Ln,CREE NB EDEN FS,673,24 25,"37.64744324497909, -120.92601110268367",Modesto,,,,,,,,,,1,,N,N/A,N,N/A,N,N/A,"R4,  No ROW",
CREEKWOOD EB CLAUS NS,Johansen HS - Creekwood Dr & Claus Rd,CREE EB CLAU NS,674,24 25,"37.6498651934195, -120.92229143989411",Modesto,,,,,,X,LG,X,simme,1,,N,N/A,N/A,N/A,N,N/A,"R23, No ROW, Existing Trash Can solar light stolen 2022",
CLAUS NB ORANGEBURG FS,Claus Rd & Orangeburg Ave,CLAU NB ORAN FS,676,25,"37.6641459375392, -120.92123720582292",Modesto,,,X,MESH,561,,,X ,MESH,1,,Y,4,Y ,4,Y,4,R2,
BRIGGSMORE EB PETA FS,Briggmore Ave & Peta Way,BRIG EB PETA FS,677,25,"37.66692997791898, -120.91770335304736",Modesto,,,,,,,,,,1,,N,NA,N,NA,N,N/A,"R1,  NO ROW",
HELD NB AMTRAK STATION,Amtrak Station - Held Dr & Briggsmore Ave,HELD NB AMTR ST,678,25,"37.669178990651695, -120.91343325932557",Modesto,,,X,MESH,554,X ,LG,X (2),MESH ,1,,N/A,N/A,N/A,N/A,N/A,N/A,"R8, Already has shelter",
HELD SB BRIGGSMORE FS,Held Dr & Briggsmore Ave,HELD SB BRIG FS,679,25,"37.66600576990647, -120.91352700995212",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,N/A,N/A,"R0, Already has Simme Seat",
ORANGEBURG WB HELD FS,Orangeburg Ave & Held Dr,ORAN WB HELD FS,680,25,"37.66363290725969, -120.91329870101225",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,Y,4,R0,
ORANGEBURG WB PROSPECT NS,Orangeburg Ave & Prospect Ln,ORAN WB PROS NS,681,25,"37.66391663202823, -120.91620048984639",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,Y,4,R4,
ORANGEBURG WB CLAUS FS,Orangeburg Ave & Claus Rd,ORAN WB CLAU FS,682,24 25,"37.66368805213583, -120.92183134234129",Modesto,,,X ,MESH ,621,X ,LG ,X ,S. BENCH ,1,,,,,,,,,
ORANGEBURG WB PALMDALE FS,Orangeburg Ave & Palmdale Dr,ORAN WB PALM FS,683,24 25,"37.6636423505372, -120.92760985378654",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,3,N,N/A,"R9, ROW Issues, Residential Possible post mt trash can",
ORANGEBURG WB PEPPER TREE NS,Orangeburg Ave & Pepper Tree Ln,ORAN WB PEPP NS,684,24 25,"37.663617344166525, -120.93060067083817",Modesto,,,,,,,,X,simme,1,,N,N/A,Y,4,N,N/A,"R3,  ROW issues, Residential",
ORANGEBURG WB DESERT WILLOW FS,Orangeburg Ave & Desert Willow Ln,ORAN WB DWIL FS,685,24 25,"37.66360792414582, -120.93467214096172",Modesto,,,,,,X,SM. POLE,X,simme,1,,N,N/A,N/A,N/A,N,N/A,"R2, Has Garbage can, Residential",
ORANGEBURG WB LAKEWOOD FS,Orangeburg Ave & Lakewood Ave,ORAN WB LAKE FS,686,25,"37.66360916118432, -120.9404849859021",Modesto,,,,,,X ,SM. POLE,,,1,,N,N/A,N,N/A,N,N/A,"R0, No Room",
ORANGEBURG WB EASTRIDGE X,Orangeburg Ave & Eastridge Dr,ORAN WB EAST X,687,25,"37.6635741041357, -120.94490070848468",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,1,N,N/A,"R28, ROW issues, Residential",
ORANGEBURG WB CHRISTIANSEN NS,Orangeburg Ave & Christiansen Dr,ORAN WB CHRI NS,689,25,"37.66350667436333, -120.9514324473264",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,3,N,N/A,"R5,  ROW issues, Residential, possible post mt trash can",
ORANGEBURG WB OAKDALE NS,Orangeburg Ave & Oakdale Rd,ORAN WB OAK NS,690,25,"37.66366941079166, -120.95634712505877",Modesto,,,X ,MESH,622,X ,LG ,X,MESH,1,RECYCLE BIN,,,,,,,,
ORANGEBURG WB OAKDALE FS,Orangeburg Ave & Oakdale Rd,ORAN WB OAK FS,691,25,"37.663611796327466, -120.95876438898145",Modesto,,,X,MESH,623,X,LG,X,COA,1,,Y,1,N/A,N/A,N/A,N/A,"R23, Already has garbage can &bench",
ORANGEBURG WB STEUBEN FS,Orangeburg Ave & Steuben Way,ORAN WB STEU FS,692,25,"37.66370320682441, -120.96450377463266",Modesto,,,,,,X ,SM. POLE,,,1,,N,N/A,N/A,N/A,N,N/A,"R4, Existing Post mt Trash can, ROW Issues, Residential",
ORANGEBURG WB ROSE FS,Orangeburg Ave & Rose Ave,ORAN WB ROSE FS,693,25,"37.66369197286401, -120.96710034996593",Modesto,,,,,,X ,SM. POLE,X,SIMME,1,,N,N/A,Y*,4,N,N/A,"R2, ROW issues, Residential,possible post mt trash can",
ORANGEBURG WB MORENE FS,Orangeburg Ave & Morene Ave,ORAN WB MORE FS,694,25,"37.6637315634927, -120.96988695975949",Modesto,,,,,,X ,SM. POLE,X,simme,1,,N,N/A,N/A,N/A,N,N/A,"R1, Has garbage can, ROW issues",
ORANGEBURG WB GARY FS,Orangeburg Ave & Gary Ln,ORAN WB GARY FS,695,25,"37.663604960696844, -120.97280330412936",Modesto,,,,,,X ,SM. POLE,X,simme,1,,N,N/A,N/A,N/A,N,N/A,"R2, Has garbage can, ROW issues, residential",
ORANGEBURG WB COFFEE FS,Orangeburg Ave & Coffee Rd,ORAN WB COFF FS,696,25,"37.66363499443509, -120.97702161306047",Modesto,,,X,MESH,624,X ,LG ,X ,COA,1,,Y,1,Y,1,N/A,N/A,"R31,  Has bench",
ORANGEBURG WB YARMOUTH FS,Orangeburg Ave & Yarmouth Dr,ORAN WB YARM FS,697,25,"37.663656100942205, -120.98093880445182",Modesto,,,,,,,,X,simme,1,,Y,4,Y ,4,Y,4,R3,
ORANGEBURG WB SUNRISE NS,Orangeburg Ave & Sunrise Ave,ORAN WB SUN NS,698,25,"37.66368074846685, -120.98391623419624",Modesto,,,X,MESH,625,,LG,X,MESH,1,,Y,2,Y,2,Y,2,R11,
ORANGEBURG WB NELSON NS,Orangeburg Ave & Nelson Ave,ORAN WB NELS NS,699,25,"37.663692517865385, -120.98790182855673",Modesto,,,X ,MESH,626,X ,LG ,X ,MESH,1,,,,,,,,,
ORANGEBURG WB MCHENRY NS,Orangeburg Ave & McHenry Ave,ORAN WB MCH NS,700,25,"37.66375755706781, -120.99363128535246",Modesto,,,X,MESH,627,X,LG,X,MESH,1,,Y,1,Y,1,Y,1,"R33, Needs concrete work",
ORANGEBURG WB MCHENRY FS,Orangeburg Ave & McHenry Ave,ORAN WB MCH FS,701,25,"37.66386270858738, -120.99516159941889",Modesto,,,X,MESH,628,X,LG,X,COA,1,RECYCLE BIN,Y,1,Y,1,Y,1,R33,
ORANGEBURG WB SHERWOOD NS,Orangeburg Ave & Sherwood Ave,ORAN WB SHER NS,702,25,"37.66384364608119, -120.99830212249803",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,4,N,N/A,"R3,  ROW issues, Residential",
ORANGEBURG WB ENSLEN FS,Orangeburg Ave & Enslen Ave,ORAN WB ENSL FS,703,25,"37.66388411725864, -121.00120892729278",Modesto,,,,,,,,,,1,,Y,3,Y,3,N/A,N/A,"R5, Has bench",
ORANGEBURG WB BRONSON NS,Orangeburg Ave & Bronson Ave,ORAN WB BRON NS,704,25,"37.66396086794529, -121.005200015076",Modesto,,,,,,,,X,simme,1,,Y,4,Y,4,N/A,N/A,"R0, Has bench",
ORANGEBURG WB COLLEGE NS,Orangeburg Ave & College Ave,ORAN WB COLL NS,705,25,"37.664000511195376, -121.00740446429415",Modesto,,,,,,,,X ,COA,1,,Y,4,Y,4,N/A,N/A,"R2, Has bench",
ORANGEBURG WB TULLY FS,Orangeburg Ave & Tully Rd,ORAN WB TULL FS,706,25,"37.66411254980951, -121.01290209566379",Modesto,,,,,,,,,,1,,Y,3,Y,3,Y,3,"R6, Might need to move stop 50' /concrete ",
ORANGEBURG WB KEARNEY FS,Orangeburg Ave & Kearney Ave,ORAN WB KEAR FS,707,25 48,"37.66415702357979, -121.01700110250168",Modesto,,,,,,,,X,simme,1,,N,N/A,Y*,4,N,N/A,"R2, ROW, Residential,possible post mt trash can",
ORANGEBURG WB CARVER NS,Orangeburg Ave & Carver Rd,ORAN WB CARV NS,708,25 48,"37.66419555819245, -121.02160092785545",Modesto,,,,,,,,X,simme,1,,Y,3,Y,3,Y,3,R6,
