GEOID,NAME,ttl_jobs,ttl_population
6013308002,"Census Tract 3080.02, Contra Costa County, California",NA,4472
6013309000,"Census Tract 3090, Contra Costa County, California",NA,3546
6013310000,"Census Tract 3100, Contra Costa County, California",NA,6257
6013311000,"Census Tract 3110, Contra Costa County, California",NA,5329
6013312000,"Census Tract 3120, Contra Costa County, California",NA,2243
6013313101,"Census Tract 3131.01, Contra Costa County, California",NA,7178
6013313102,"Census Tract 3131.02, Contra Costa County, California",NA,4595
6013313103,"Census Tract 3131.03, Contra Costa County, California",NA,8866
6013313203,"Census Tract 3132.03, Contra Costa County, California",NA,3456
6013313204,"Census Tract 3132.04, Contra Costa County, California",NA,5538
6013313205,"Census Tract 3132.05, Contra Costa County, California",NA,1696
6013313206,"Census Tract 3132.06, Contra Costa County, California",NA,6377
6013314102,"Census Tract 3141.02, Contra Costa County, California",NA,6561
6013314103,"Census Tract 3141.03, Contra Costa County, California",NA,5629
6013314104,"Census Tract 3141.04, Contra Costa County, California",NA,9278
6013314200,"Census Tract 3142, Contra Costa County, California",NA,7748
6013315000,"Census Tract 3150, Contra Costa County, California",NA,3862
6013316000,"Census Tract 3160, Contra Costa County, California",NA,1055
6013317000,"Census Tract 3170, Contra Costa County, California",NA,2040
6013318000,"Census Tract 3180, Contra Costa County, California",NA,3734
6013319000,"Census Tract 3190, Contra Costa County, California",NA,8558
6013320001,"Census Tract 3200.01, Contra Costa County, California",NA,3671
6013320003,"Census Tract 3200.03, Contra Costa County, California",NA,2721
6013320004,"Census Tract 3200.04, Contra Costa County, California",NA,6587
6013321101,"Census Tract 3211.01, Contra Costa County, California",NA,6654
6013321102,"Census Tract 3211.02, Contra Costa County, California",NA,6913
6013321103,"Census Tract 3211.03, Contra Costa County, California",NA,4739
6013321200,"Census Tract 3212, Contra Costa County, California",NA,5634
6013322000,"Census Tract 3220, Contra Costa County, California",NA,6250
6013323000,"Census Tract 3230, Contra Costa County, California",NA,4476
6013324001,"Census Tract 3240.01, Contra Costa County, California",NA,5480
6013324002,"Census Tract 3240.02, Contra Costa County, California",NA,5247
6013325000,"Census Tract 3250, Contra Costa County, California",NA,6300
6013326000,"Census Tract 3260, Contra Costa County, California",NA,3810
6013327000,"Census Tract 3270, Contra Costa County, California",NA,7430
6013328000,"Census Tract 3280, Contra Costa County, California",NA,2340
6013329000,"Census Tract 3290, Contra Costa County, California",NA,6115
6013330000,"Census Tract 3300, Contra Costa County, California",NA,5592
6013331000,"Census Tract 3310, Contra Costa County, California",NA,7360
6013332000,"Census Tract 3320, Contra Costa County, California",NA,8763
6013333101,"Census Tract 3331.01, Contra Costa County, California",NA,4441
6013333102,"Census Tract 3331.02, Contra Costa County, California",NA,4274
6013333200,"Census Tract 3332, Contra Costa County, California",NA,6070
6013334001,"Census Tract 3340.01, Contra Costa County, California",NA,3914
6013334004,"Census Tract 3340.04, Contra Costa County, California",NA,7945
6013334006,"Census Tract 3340.06, Contra Costa County, California",NA,4755
6013334200,"Census Tract 3342, Contra Costa County, California",NA,7652
6013335000,"Census Tract 3350, Contra Costa County, California",NA,3483
6013336101,"Census Tract 3361.01, Contra Costa County, California",NA,5236
6013336102,"Census Tract 3361.02, Contra Costa County, California",NA,7319
6013336201,"Census Tract 3362.01, Contra Costa County, California",NA,4056
6013336202,"Census Tract 3362.02, Contra Costa County, California",NA,6222
6013337100,"Census Tract 3371, Contra Costa County, California",NA,3403
6013337200,"Census Tract 3372, Contra Costa County, California",NA,8470
6013337300,"Census Tract 3373, Contra Costa County, California",NA,6097
6013338101,"Census Tract 3381.01, Contra Costa County, California",NA,5352
6013338102,"Census Tract 3381.02, Contra Costa County, California",NA,3600
6013338201,"Census Tract 3382.01, Contra Costa County, California",NA,4144
6013338203,"Census Tract 3382.03, Contra Costa County, California",NA,5685
6013338204,"Census Tract 3382.04, Contra Costa County, California",NA,6817
6013338301,"Census Tract 3383.01, Contra Costa County, California",NA,2990
6013338302,"Census Tract 3383.02, Contra Costa County, California",NA,5996
6013339001,"Census Tract 3390.01, Contra Costa County, California",NA,3694
6013339002,"Census Tract 3390.02, Contra Costa County, California",NA,6934
6013340001,"Census Tract 3400.01, Contra Costa County, California",NA,6154
6013340002,"Census Tract 3400.02, Contra Costa County, California",NA,7789
6013341000,"Census Tract 3410, Contra Costa County, California",NA,5240
6013343001,"Census Tract 3430.01, Contra Costa County, California",NA,4850
6013343002,"Census Tract 3430.02, Contra Costa County, California",NA,4859
6013343003,"Census Tract 3430.03, Contra Costa County, California",NA,3969
6013345101,"Census Tract 3451.01, Contra Costa County, California",NA,5781
6013345102,"Census Tract 3451.02, Contra Costa County, California",NA,3907
6013345103,"Census Tract 3451.03, Contra Costa County, California",NA,4992
6013345105,"Census Tract 3451.05, Contra Costa County, California",NA,6525
6013345108,"Census Tract 3451.08, Contra Costa County, California",NA,7299
6013345111,"Census Tract 3451.11, Contra Costa County, California",NA,5217
6013345112,"Census Tract 3451.12, Contra Costa County, California",NA,6455
6013345113,"Census Tract 3451.13, Contra Costa County, California",NA,4548
6013345114,"Census Tract 3451.14, Contra Costa County, California",NA,6687
6013345115,"Census Tract 3451.15, Contra Costa County, California",NA,5910
6013345116,"Census Tract 3451.16, Contra Costa County, California",NA,2794
6013345202,"Census Tract 3452.02, Contra Costa County, California",NA,7688
6013345203,"Census Tract 3452.03, Contra Costa County, California",NA,6743
6013345204,"Census Tract 3452.04, Contra Costa County, California",NA,3763
6013346101,"Census Tract 3461.01, Contra Costa County, California",NA,3404
6013346102,"Census Tract 3461.02, Contra Costa County, California",NA,5610
6013346201,"Census Tract 3462.01, Contra Costa County, California",NA,7859
6013346203,"Census Tract 3462.03, Contra Costa County, California",NA,4123
6013346204,"Census Tract 3462.04, Contra Costa County, California",NA,7708
6013347000,"Census Tract 3470, Contra Costa County, California",NA,6426
6013348000,"Census Tract 3480, Contra Costa County, California",NA,5066
6013349000,"Census Tract 3490, Contra Costa County, California",NA,5554
6013350000,"Census Tract 3500, Contra Costa County, California",NA,6111
6013351101,"Census Tract 3511.01, Contra Costa County, California",NA,2683
6013351102,"Census Tract 3511.02, Contra Costa County, California",NA,3791
6013351103,"Census Tract 3511.03, Contra Costa County, California",NA,2012
6013351200,"Census Tract 3512, Contra Costa County, California",NA,6292
6013352101,"Census Tract 3521.01, Contra Costa County, California",NA,3406
6013352102,"Census Tract 3521.02, Contra Costa County, California",NA,5669
6013352201,"Census Tract 3522.01, Contra Costa County, California",NA,6658
6013352202,"Census Tract 3522.02, Contra Costa County, California",NA,2758
6013353001,"Census Tract 3530.01, Contra Costa County, California",NA,4008
6013353002,"Census Tract 3530.02, Contra Costa County, California",NA,4397
6013354001,"Census Tract 3540.01, Contra Costa County, California",NA,2136
6013354002,"Census Tract 3540.02, Contra Costa County, California",NA,7169
6013355107,"Census Tract 3551.07, Contra Costa County, California",NA,5361
6013355108,"Census Tract 3551.08, Contra Costa County, California",NA,13457
6013355109,"Census Tract 3551.09, Contra Costa County, California",NA,7559
6013355110,"Census Tract 3551.10, Contra Costa County, California",NA,4447
6013355111,"Census Tract 3551.11, Contra Costa County, California",NA,6218
6013355112,"Census Tract 3551.12, Contra Costa County, California",NA,5687
6013355113,"Census Tract 3551.13, Contra Costa County, California",NA,4947
6013355114,"Census Tract 3551.14, Contra Costa County, California",NA,11848
6013355115,"Census Tract 3551.15, Contra Costa County, California",NA,7981
6013355116,"Census Tract 3551.16, Contra Costa County, California",NA,8933
6013355117,"Census Tract 3551.17, Contra Costa County, California",NA,7292
6013355200,"Census Tract 3552, Contra Costa County, California",NA,11140
6013355301,"Census Tract 3553.01, Contra Costa County, California",NA,8635
6013355302,"Census Tract 3553.02, Contra Costa County, California",NA,3515
6013355304,"Census Tract 3553.04, Contra Costa County, California",NA,8763
6013355306,"Census Tract 3553.06, Contra Costa County, California",NA,5315
6013356001,"Census Tract 3560.01, Contra Costa County, California",NA,4379
6013356002,"Census Tract 3560.02, Contra Costa County, California",NA,5522
6013357000,"Census Tract 3570, Contra Costa County, California",NA,3317
6013358000,"Census Tract 3580, Contra Costa County, California",NA,6285
6013359102,"Census Tract 3591.02, Contra Costa County, California",NA,5982
6013359103,"Census Tract 3591.03, Contra Costa County, California",NA,5237
6013359104,"Census Tract 3591.04, Contra Costa County, California",NA,2086
6013359105,"Census Tract 3591.05, Contra Costa County, California",NA,5006
6013359202,"Census Tract 3592.02, Contra Costa County, California",NA,6043
6013359203,"Census Tract 3592.03, Contra Costa County, California",NA,7248
6013359204,"Census Tract 3592.04, Contra Costa County, California",NA,4915
6013360101,"Census Tract 3601.01, Contra Costa County, California",NA,4405
6013360102,"Census Tract 3601.02, Contra Costa County, California",NA,4115
6013360200,"Census Tract 3602, Contra Costa County, California",NA,5173
6013361000,"Census Tract 3610, Contra Costa County, California",NA,5093
6013362000,"Census Tract 3620, Contra Costa County, California",NA,2798
6013363000,"Census Tract 3630, Contra Costa County, California",NA,7408
6013364002,"Census Tract 3640.02, Contra Costa County, California",NA,5531
6013365002,"Census Tract 3650.02, Contra Costa County, California",NA,5590
6013365003,"Census Tract 3650.03, Contra Costa County, California",NA,5164
6013366001,"Census Tract 3660.01, Contra Costa County, California",NA,4514
6013366002,"Census Tract 3660.02, Contra Costa County, California",NA,6627
6013367100,"Census Tract 3671, Contra Costa County, California",NA,5342
6013367200,"Census Tract 3672, Contra Costa County, California",NA,6042
6013368001,"Census Tract 3680.01, Contra Costa County, California",NA,4817
6013368002,"Census Tract 3680.02, Contra Costa County, California",NA,3782
6013369001,"Census Tract 3690.01, Contra Costa County, California",NA,7254
6013369002,"Census Tract 3690.02, Contra Costa County, California",NA,3045
6013370000,"Census Tract 3700, Contra Costa County, California",NA,2850
6013371000,"Census Tract 3710, Contra Costa County, California",NA,5960
6013372000,"Census Tract 3720, Contra Costa County, California",NA,7541
6013373000,"Census Tract 3730, Contra Costa County, California",NA,4468
6013374000,"Census Tract 3740, Contra Costa County, California",NA,4752
6013375000,"Census Tract 3750, Contra Costa County, California",NA,4897
6013376000,"Census Tract 3760, Contra Costa County, California",NA,6245
6013377000,"Census Tract 3770, Contra Costa County, California",NA,7323
6013378000,"Census Tract 3780, Contra Costa County, California",NA,3327
6013379000,"Census Tract 3790, Contra Costa County, California",NA,7003
6013380000,"Census Tract 3800, Contra Costa County, California",NA,5931
6013381000,"Census Tract 3810, Contra Costa County, California",NA,6521
6013382000,"Census Tract 3820, Contra Costa County, California",NA,8159
6013383000,"Census Tract 3830, Contra Costa County, California",NA,4877
6013384000,"Census Tract 3840, Contra Costa County, California",NA,3913
6013385100,"Census Tract 3851, Contra Costa County, California",NA,2940
6013385200,"Census Tract 3852, Contra Costa County, California",NA,1308
6013386000,"Census Tract 3860, Contra Costa County, California",NA,3538
6013387000,"Census Tract 3870, Contra Costa County, California",NA,2928
6013388000,"Census Tract 3880, Contra Costa County, California",NA,2741
6013389100,"Census Tract 3891, Contra Costa County, California",NA,2271
